Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
SNA_19578,2016/7/21,93,199,64,2,24,8
SNA_19640,2018/4/19,96,210,57,11,25,7
SNA_19573,2015/2/5,71,234,47,2,25,6
SNA_19643,2019/4/18,139,269,81,28,34,11
SNA_19510,2014/10/16,64,225,62,2,33,5
SNA_19575,2015/7/23,101,233,79,3,27,10
SNA_19501,2012/7/19,114,208,80,21,32,10
SNA_19505,2013/7/18,98,204,58,9,24,6
SNA_19646,2020/2/6,137,215,87,18,29,6
SNA_19644,2019/7/18,113,203,85,9,37,10
SNA_19637,2017/7/20,87,227,74,4,37,7
SNI_19003,2012/2/9,81,188,97,1,67,3
SNI_19009,2013/11/7,88,147,64,3,23,9
SNI_19010,2014/2/14,91,199,88,2,66,13
SNI_19147,2015/8/4,67,167,98,5,57,9
SNI_19148,2015/11/9,72,205,78,7,43,5
SNI_19004,2012/5/3,72,162,94,4,50,10
SNI_19149,2016/2/23,63,186,91,4,49,6
SNI_19008,2013/8/8,43,125,40,4,29,5
SNI_19265,2013/5/2,85,138,93,5,78,6
SNI_19005,2012/8/2,67,160,83,3,44,7
SNI_19011,2014/5/8,72,155,65,7,39,2
SNI_19012,2014/8/7,70,180,77,6,54,3
SNI_19150,2016/5/5,53,214,71,6,59,6
SNI_19013,2014/11/6,62,141,70,8,53,10
SNI_19151,2016/8/9,68,169,75,8,46,3
SNI_19230,2017/5/4,65,177,86,2,65,9
SNI_19007,2013/2/7,84,158,59,3,63,11
SNI_19152,2016/11/7,79,227,64,6,66,7
SNI_19145,2015/2/12,88,173,103,5,57,22
SNPS_19945,2015/12/2,67,143,86,11,49,9
SNPS_20019,2017/2/15,65,141,58,11,45,8
SNPS_19937,2013/12/4,44,100,57,6,35,8
SNPS_19932,2012/8/22,64,141,78,20,52,10
SNPS_19936,2013/8/21,43,116,71,11,32,5
SNPS_20080,2017/11/29,66,160,50,11,50,12
SNPS_19944,2015/8/19,66,147,73,11,45,13
SNPS_19934,2013/2/20,46,111,66,11,35,7
SNPS_20018,2016/12/1,66,151,87,5,28,12
SNPS_20075,2019/2/20,74,150,74,14,47,7
SNPS_19930,2012/2/22,64,120,71,22,51,13
SNPS_20078,2018/5/23,58,143,65,0,54,6
SNPS_20072,2019/12/4,66,164,74,2,37,11
SNPS_20073,2019/8/21,81,159,79,7,44,14
SNPS_19935,2013/5/22,53,135,66,9,42,6
SNPS_19941,2014/12/4,52,163,88,7,50,6
SNPS_20020,2017/5/17,55,114,68,11,38,4
SNPS_20079,2018/2/21,76,154,61,8,42,9
SNPS_19933,2012/12/5,43,154,66,9,22,4
SNPS_19938,2014/2/19,65,90,93,8,57,6
SNPS_20074,2019/5/22,58,129,49,8,33,17
SNPS_19942,2015/2/18,64,120,63,13,56,5
SNPS_19931,2012/5/23,56,114,74,13,51,11
SNPS_19946,2016/2/17,65,101,59,2,49,7
SNPS_19939,2014/5/21,60,142,78,13,59,6
SNPS_19943,2015/5/20,56,115,54,8,31,13
SNPS_20021,2020/2/19,75,174,71,4,41,8
SNPS_20077,2018/8/22,76,143,73,14,42,6
SNPS_19948,2016/8/17,70,167,71,4,49,5
SO_19673,2019/2/20,89,196,104,41,57,10
SO_19492,2012/11/5,159,158,152,69,85,13
SO_19491,2012/7/25,151,119,148,56,87,18
SO_19571,2017/5/3,165,179,171,75,60,22
SO_19685,2015/4/29,111,147,101,60,43,16
SO_19568,2016/4/27,61,133,52,18,47,10
SO_19489,2012/1/25,157,155,185,43,88,19
SO_19635,2019/10/30,95,169,144,40,64,11
SO_19676,2018/5/2,67,125,71,30,47,10
SO_19493,2013/1/30,119,157,117,37,60,19
SO_19562,2014/7/30,112,119,95,39,65,16
SO_19565,2015/7/29,114,149,153,42,42,13
SO_19566,2015/10/28,119,132,107,74,53,18
SO_19572,2017/8/2,126,135,161,47,81,21
SO_19494,2013/4/24,127,114,117,55,49,16
SO_19636,2020/2/21,94,175,93,37,71,15
SO_19634,2019/7/31,117,178,140,25,51,12
SO_19678,2017/11/1,104,163,134,35,84,26
SO_19674,2018/11/7,106,224,96,14,65,15
SO_19561,2014/4/30,103,129,114,37,57,13
SO_19677,2018/2/21,65,122,104,55,41,12
SO_19495,2013/7/31,149,133,122,54,72,20
SO_19564,2015/2/4,157,182,149,38,77,25
SO_19675,2018/8/8,122,107,141,30,61,18
SO_19570,2017/2/22,140,142,126,42,57,19
SO_19563,2014/10/30,122,123,128,46,69,18
SO_19560,2014/1/29,170,167,166,26,74,24
SO_19559,2013/10/30,164,131,163,41,74,15
SPG_18921,2016/1/29,114,138,81,6,43,1
SPG_19245,2019/7/31,119,127,84,12,51,10
SPG_18764,2014/1/31,115,177,122,12,62,3
SPG_18761,2013/2/4,126,187,134,3,55,6
SPG_18916,2014/10/23,87,143,98,10,56,10
SPG_18923,2016/7/27,93,145,60,17,32,8
SPG_18763,2013/10/25,66,132,67,8,36,6
SPG_19307,2013/7/29,88,160,95,7,67,8
SPG_19353,2017/8/1,124,162,107,5,55,3
SPG_19251,2017/10/27,146,163,103,14,51,3
SPG_18762,2013/4/26,78,183,107,6,60,6
SPG_18759,2012/4/27,85,177,116,3,53,7
SPG_19246,2019/4/30,140,138,96,15,37,3
SPG_19250,2018/1/31,137,176,100,11,43,8
SPG_18920,2015/10/27,91,164,80,12,36,6
SPG_19252,2017/4/27,158,198,150,6,60,4
SPG_19090,2020/2/4,155,140,129,7,54,14
SPG_18914,2014/4/22,103,147,114,25,69,7
SPG_18919,2015/7/24,75,140,66,4,41,3
SPG_19247,2019/2/1,81,150,90,5,60,12
SPG_18758,2012/2/3,115,188,125,6,54,8
SPG_18925,2017/1/31,108,174,132,23,59,12
SPG_19249,2018/7/30,70,156,98,16,51,3
SPG_19354,2018/4/27,91,127,93,13,58,10
SPG_18918,2015/4/24,101,145,107,9,70,2
SPG_19089,2019/10/30,122,161,90,8,38,8
SPG_19287,2012/7/24,97,157,105,12,45,7
SPG_19248,2018/10/25,100,147,104,9,71,12
SPG_18924,2016/10/26,99,151,101,19,48,7
SPGI_19615,2019/10/29,132,204,95,30,56,3
SPGI_19460,2017/2/7,123,225,154,34,52,13
SPGI_19459,2016/7/31,109,184,117,32,39,10
SPGI_19461,2017/4/25,105,186,73,34,42,8
SPGI_19690,2016/11/3,100,157,103,34,50,5
SPGI_19540,2017/7/30,123,182,113,21,48,19
SPGI_19613,2019/5/2,106,180,89,12,43,11
SPGI_19543,2018/4/26,96,130,86,19,43,9
SPGI_19541,2017/10/26,121,208,139,19,67,15
SPGI_19610,2018/7/26,124,157,84,36,61,10
SPGI_19542,2018/2/6,124,216,126,23,68,17
SPGI_19612,2019/2/7,146,225,116,22,81,14
SPGI_19614,2019/8/1,110,175,68,13,35,9
SRE_18801,2015/8/4,47,134,57,28,59,16
SRE_18977,2016/2/26,84,106,96,50,49,18
SRE_18797,2014/8/7,61,128,111,27,52,19
SRE_18799,2015/2/26,45,120,76,34,50,19
SRE_18689,2012/5/3,34,34,40,14,26,8
SRE_18791,2013/2/26,70,66,57,25,34,14
SRE_18688,2012/2/28,82,121,107,35,65,6
SRE_18981,2017/5/9,52,65,50,24,29,7
SRE_18980,2017/2/28,51,90,59,26,38,12
SRE_19126,2019/2/26,113,194,87,42,54,20
SRE_18794,2013/11/5,72,82,56,28,48,17
SRE_18795,2014/2/27,71,131,72,49,68,10
SRE_18691,2012/11/6,73,61,75,33,65,11
SRE_19123,2018/5/7,75,72,102,39,47,11
SRE_19124,2018/8/6,56,101,67,28,26,9
SRE_18979,2016/11/2,105,104,100,51,52,13
SRE_18798,2014/11/4,42,122,88,54,54,19
SRE_19128,2019/11/1,73,125,67,17,34,13
SRE_18792,2013/5/2,99,91,99,17,74,24
SRE_18982,2017/8/4,54,94,52,30,35,6
SRE_19267,2016/5/4,104,107,109,60,53,3
SRE_19127,2019/5/7,75,92,66,47,33,10
SRE_19125,2018/11/7,74,125,71,18,30,17
SRE_18793,2013/8/6,49,82,57,10,33,19
SRE_18796,2014/5/2,71,127,80,48,63,10
SRE_18978,2016/8/4,57,77,64,17,28,13
SRE_18976,2015/11/3,95,183,135,58,95,16
SRE_18690,2012/8/2,44,66,47,36,45,10
STI_19883,2014/1/17,106,196,67,10,33,13
STI_19889,2015/7/17,112,217,74,2,54,15
STI_19814,2012/1/20,162,163,93,18,37,15
STI_19722,2018/1/19,60,266,82,5,30,6
STI_19735,2013/4/19,131,189,64,6,41,9
STI_19887,2015/1/16,83,193,74,10,35,11
STI_19816,2012/7/20,119,150,79,8,33,5
STI_19891,2016/1/22,114,198,75,1,83,9
STI_19888,2015/4/20,113,202,72,6,39,9
STI_19885,2014/7/21,83,156,72,13,29,11
STI_19884,2014/4/21,95,188,79,4,20,14
STI_19728,2016/7/22,93,236,91,5,34,13
STI_20034,2019/1/18,64,291,78,10,40,11
STI_19960,2017/4/21,79,216,74,9,60,10
STI_20035,2019/4/18,81,276,71,6,74,6
STI_19890,2015/10/16,111,224,73,0,54,13
STI_19886,2014/10/17,91,201,95,4,24,20
STI_20033,2018/10/19,85,252,64,3,38,15
STI_19962,2017/10/20,69,242,72,11,38,5
STI_20036,2019/7/18,76,233,58,11,33,7
STI_20037,2019/10/17,83,275,66,12,52,1
STI_20032,2018/7/20,56,249,73,6,28,6
STI_19817,2012/10/22,153,150,107,14,27,7
STI_20031,2018/4/20,104,248,93,16,28,14
STI_19958,2016/10/21,72,195,80,19,46,12
STI_19736,2013/7/19,148,174,96,12,30,14
STI_19818,2013/1/18,125,172,74,13,26,6
STI_19961,2017/7/21,75,227,84,4,46,7
STT_20246,2012/4/17,91,114,110,3,23,14
STT_20436,2019/7/19,98,186,95,11,55,16
STT_20325,2015/7/24,100,136,102,44,48,18
STT_20478,2018/7/20,78,202,137,19,81,15
STT_20317,2013/4/19,80,178,107,6,36,11
STT_20324,2015/4/24,92,128,89,19,28,15
STT_20320,2014/1/24,111,156,129,30,28,11
STT_20514,2014/10/24,148,180,150,24,53,24
STT_20476,2019/1/18,135,190,159,13,60,19
STT_20438,2020/1/18,102,183,131,6,44,7
STT_20492,2015/10/23,147,146,101,29,47,20
STT_20491,2016/4/27,100,167,83,19,53,14
STT_20245,2012/1/18,111,110,105,8,26,17
STT_20247,2012/10/16,113,123,112,6,24,12
STT_20522,2012/7/17,102,97,124,17,29,13
STT_20527,2016/1/27,150,151,120,27,59,16
STT_20435,2019/4/23,97,181,127,7,55,24
STT_20490,2016/7/27,81,210,88,22,41,7
STT_20378,2016/10/26,95,195,87,11,45,8
STT_20381,2017/7/26,69,164,71,14,38,12
STT_20382,2017/10/23,109,189,96,4,42,23
STT_20322,2014/7/22,120,163,159,49,40,22
STT_20319,2013/10/22,97,149,156,21,27,17
STT_20479,2018/4/20,70,178,101,5,46,27
STT_20437,2019/10/18,109,214,89,11,38,19
STT_20321,2014/4/25,93,132,108,19,44,15
STT_20248,2013/1/18,124,187,136,9,26,15
STT_20380,2017/4/26,76,144,73,8,36,9
STX_19138,2018/7/30,29,74,55,1,35,11
STX_19000,2017/10/23,41,71,45,3,27,6
STX_19284,2015/1/26,52,66,92,3,28,13
STX_18819,2014/4/29,73,87,91,3,55,4
STX_18995,2016/8/2,24,71,53,1,25,8
STX_18812,2012/7/30,67,93,88,2,27,16
STX_18999,2017/7/25,51,77,63,1,35,4
STX_18818,2014/1/27,54,131,89,5,61,9
STX_19137,2018/5/1,38,82,53,1,29,8
STX_18993,2016/1/29,34,78,51,1,30,3
STX_18816,2013/7/24,63,110,83,20,43,16
STX_19144,2020/2/4,41,114,65,1,30,2
STX_19142,2019/8/2,86,112,76,1,57,11
STX_18810,2012/1/31,95,96,122,7,44,24
STX_18994,2016/4/29,69,63,66,6,58,11
STX_18996,2016/10/19,27,67,50,1,20,2
STX_19143,2019/11/1,80,131,74,2,38,12
STX_18998,2017/4/26,39,66,49,0,37,7
STX_18813,2012/10/31,101,63,115,6,32,15
STX_18820,2014/7/17,45,119,63,4,27,5
STX_18814,2013/1/28,72,86,81,7,28,11
STX_19141,2019/4/30,51,72,43,3,31,7
STX_18991,2015/7/31,36,87,72,5,18,7
STX_18611,2015/4/17,33,99,67,1,16,5
STX_18811,2012/4/17,61,90,104,5,29,15
STX_18817,2013/10/28,52,102,86,5,48,13
STX_18997,2017/1/24,40,79,57,2,37,5
STZ_5991,2015/10/7,105,200,81,3,66,9
STZ_5994,2016/6/30,81,141,70,4,30,2
STZ_6045,2018/1/5,90,153,63,22,63,5
STZ_5938,2013/7/2,119,156,80,5,41,5
STZ_6050,2019/4/4,100,196,58,6,53,7
STZ_5936,2013/1/9,65,128,53,6,39,4
STZ_5940,2014/1/8,70,224,68,4,33,9
STZ_6043,2017/6/29,93,175,61,3,34,10
STZ_6049,2019/1/9,95,204,94,11,79,12
STZ_6051,2019/6/28,117,217,75,4,57,10
STZ_5995,2016/10/5,63,183,68,4,47,2
STZ_6046,2018/3/29,99,274,106,10,59,11
STZ_5935,2012/10/5,68,174,69,4,45,6
STZ_5989,2015/4/9,104,258,92,2,66,12
STZ_5933,2012/4/5,73,203,88,11,68,10
STZ_5996,2017/1/5,92,193,130,20,68,13
STZ_6052,2019/10/3,84,170,54,6,48,9
STZ_5939,2013/10/3,87,133,75,2,36,13
STZ_5993,2016/4/6,86,275,82,3,55,15
STZ_5990,2015/7/1,70,173,69,4,36,4
STZ_5997,2017/4/6,129,254,104,2,49,16
STZ_6048,2018/10/4,87,231,112,33,58,7
STZ_6053,2020/1/8,113,243,84,4,64,10
STZ_5986,2014/7/2,101,162,81,2,50,3
STZ_5932,2012/1/5,96,146,63,3,30,6
STZ_5934,2012/6/29,75,178,90,18,62,10
STZ_6047,2018/6/29,84,200,71,12,54,7
STZ_5987,2014/10/2,79,169,87,6,78,13
STZ_5988,2015/1/8,118,182,87,9,70,4
SWK_19839,2013/4/25,74,170,73,0,79,6
SWK_20058,2020/1/29,82,240,88,4,59,5
SWK_20055,2019/4/24,78,226,92,3,57,2
SWK_20082,2016/7/22,98,284,90,5,71,1
SWK_20092,2014/7/25,107,162,75,3,44,2
SWK_19992,2017/10/24,68,207,76,3,69,5
SWK_20086,2016/1/28,113,223,100,4,52,3
SWK_19834,2012/1/26,144,270,141,1,100,7
SWK_19988,2016/10/27,100,246,89,1,35,6
SWK_19836,2012/7/18,144,251,104,7,104,15
SWK_20057,2019/10/24,104,182,75,5,50,3
SWK_20054,2019/1/22,101,173,97,1,44,7
SWK_20088,2015/7/30,89,200,77,2,58,10
SWK_20108,2014/1/24,124,192,75,3,60,9
SWK_19841,2013/10/16,134,174,84,0,47,5
SWK_20085,2016/4/21,79,287,95,5,53,1
SWK_20091,2014/10/22,112,203,75,4,50,5
SWK_19990,2017/4/21,67,188,88,5,46,7
SWK_20089,2015/4/23,83,240,73,2,50,6
SWK_20068,2018/7/20,69,191,90,5,79,5
SWK_20067,2018/4/20,66,164,106,3,62,4
SWK_19835,2012/4/19,126,249,139,8,92,6
SWK_19989,2017/1/26,87,249,113,4,59,7
SWK_19993,2018/1/24,61,199,103,5,62,6
SWK_20056,2019/7/23,94,212,79,1,50,5
SWK_19838,2013/1/24,112,216,102,7,113,8
SWK_20087,2015/10/22,103,225,49,1,48,5
SWK_20053,2018/10/25,88,199,94,8,89,9
SWKS_19660,2017/7/20,45,118,66,1,33,10
SWKS_19535,2012/11/1,55,141,75,5,41,10
SWKS_19606,2016/4/29,51,89,34,2,23,7
SWKS_19666,2019/2/5,56,157,59,2,40,10
SWKS_19661,2017/11/6,53,172,69,4,47,6
SWKS_19609,2017/1/19,76,218,75,0,39,18
SWKS_19538,2013/7/18,72,172,56,5,29,3
SWKS_19663,2018/5/3,49,125,69,1,48,13
SWKS_19664,2018/7/19,40,114,54,0,29,9
SWKS_19665,2018/11/8,70,119,56,2,31,11
SWKS_19681,2016/1/30,61,152,63,2,54,8
SWKS_19670,2020/1/23,66,166,63,0,36,2
SWKS_19599,2014/1/16,50,139,54,4,24,3
SWKS_19534,2012/7/18,66,132,85,2,47,6
SWKS_19682,2015/11/5,55,123,57,4,42,12
SWKS_19662,2018/2/6,59,157,51,3,39,10
SWKS_19536,2013/1/31,75,132,71,6,48,5
SWKS_19533,2012/4/26,77,127,72,2,35,4
SWKS_19668,2019/8/7,61,138,63,5,36,8
SWKS_19667,2019/5/2,71,141,57,1,30,10
SWKS_19659,2017/4/27,49,129,52,0,23,5
SWKS_19604,2015/4/30,69,166,69,2,29,1
SWKS_19603,2015/1/22,66,203,68,2,47,8
SWKS_19607,2016/7/21,81,169,54,0,62,9
SWKS_19601,2014/7/17,63,150,83,2,37,8
SWKS_19608,2016/11/3,56,146,50,0,27,7
SWKS_19539,2013/10/30,65,126,52,4,32,5
SWKS_19600,2014/4/22,70,145,68,1,45,8
SWKS_19669,2019/11/12,59,157,68,1,43,14
SYF_19954,2016/7/22,62,199,85,9,30,6
SYF_20083,2016/4/22,62,219,64,5,74,3
SYF_20024,2018/4/20,88,157,79,6,62,11
SYF_20027,2019/4/18,59,114,48,11,46,2
SYF_20026,2018/10/19,79,176,85,7,47,14
SYF_20071,2019/1/23,63,181,81,10,78,6
SYF_19949,2015/1/23,66,196,73,13,59,4
SYF_19953,2016/1/22,59,209,67,7,66,2
SYF_19957,2017/7/21,74,177,91,5,83,6
SYF_20028,2019/7/19,77,160,76,7,41,6
SYF_20023,2018/1/19,68,185,79,4,75,9
SYF_20025,2018/7/27,95,155,97,9,81,7
SYF_19952,2015/10/16,64,233,71,6,62,5
SYF_19951,2015/7/17,54,187,62,15,73,7
SYF_19950,2015/4/17,59,160,62,11,54,5
SYF_19956,2017/1/20,67,215,73,10,53,9
SYF_19955,2016/10/21,67,211,66,9,46,4
SYF_20022,2017/10/20,73,141,65,6,48,7
SYK_19964,2013/10/17,129,249,166,4,62,5
SYK_20070,2017/10/26,133,201,126,7,48,7
SYK_20044,2018/1/30,132,198,80,7,72,12
SYK_19903,2012/7/18,146,159,112,8,26,8
SYK_20049,2019/7/25,85,188,88,4,34,3
SYK_19963,2013/7/18,152,195,151,10,52,8
SYK_20042,2017/4/26,83,180,80,3,50,6
SYK_19965,2014/1/22,152,210,151,5,95,9
SYK_20046,2018/7/24,73,158,97,2,58,8
SYK_19904,2012/10/17,147,159,135,2,53,7
SYK_19970,2015/4/21,134,187,102,9,81,6
SYK_19902,2012/4/17,137,195,123,17,50,6
SYK_19971,2015/7/23,118,195,95,5,67,8
SYK_19973,2016/1/26,157,266,129,10,86,12
SYK_19901,2012/1/24,138,189,133,14,55,13
SYK_20050,2019/10/29,124,173,88,2,43,1
SYK_19966,2014/4/23,115,118,106,1,54,4
SYK_19967,2014/7/18,170,256,157,7,113,6
SYK_19968,2014/10/16,150,263,130,12,85,5
SYK_20051,2020/1/29,101,227,140,7,92,4
SYK_19972,2015/10/22,144,222,113,3,78,10
SYK_20048,2019/1/29,107,252,115,17,88,7
SYK_20039,2016/7/21,116,224,118,9,43,6
SYK_20038,2016/4/20,103,197,125,5,96,9
SYK_20041,2017/1/24,112,223,137,13,90,9
SYK_20069,2019/4/23,76,193,106,9,53,4
SYK_19905,2013/1/23,131,239,151,10,79,12
SYK_19906,2013/4/24,150,205,150,11,54,8
SYK_20045,2018/4/26,106,174,94,6,43,4
SYY_20084,2018/2/5,76,180,100,11,31,1
SYY_19923,2016/5/2,73,208,81,12,31,8
SYY_19856,2013/5/6,99,199,89,5,49,4
SYY_19862,2015/2/2,125,179,116,12,72,9
SYY_19729,2016/2/1,83,242,87,4,30,5
SYY_19858,2014/2/3,97,179,87,11,67,10
SYY_19929,2017/11/6,100,210,88,3,34,6
SYY_20011,2018/8/13,73,198,97,9,30,7
SYY_19857,2013/8/12,141,245,131,9,52,10
SYY_19924,2016/8/15,78,263,87,4,47,9
SYY_19928,2017/8/14,66,234,87,9,65,5
SYY_19863,2015/5/4,102,192,87,21,44,5
SYY_19859,2014/5/5,78,201,84,5,32,3
SYY_19864,2015/8/10,73,204,90,14,48,14
SYY_19925,2016/11/7,72,184,92,6,34,4
SYY_20015,2019/8/12,95,180,79,4,19,2
SYY_19854,2012/11/5,68,197,96,9,30,3
SYY_20012,2018/11/5,114,140,99,11,32,6
SYY_19927,2017/5/8,83,247,90,3,34,7
SYY_20014,2019/5/6,87,172,79,8,27,7
SYY_19723,2018/5/7,80,191,104,10,32,7
SYY_20013,2019/2/4,76,181,82,8,34,5
SYY_19852,2012/5/7,69,160,116,9,52,2
SYY_20016,2019/11/4,66,161,97,4,23,4
SYY_20017,2020/2/3,104,201,83,4,88,8
SYY_19853,2012/8/13,95,153,93,7,46,8
SYY_19855,2013/2/4,127,176,91,7,58,3
SYY_20132,2015/11/2,83,146,91,4,18,6
SYY_19860,2014/8/11,78,171,88,6,41,3
T_3039,2019/10/28,53,199,59,3,75,16
T_2368,2019/4/24,71,188,64,5,72,7
T_2426,2014/7/23,46,204,66,10,56,3
T_2402,2014/1/28,62,192,82,13,84,5
T_2451,2015/4/22,54,180,71,10,67,2
T_2378,2015/10/22,61,204,74,0,45,4
T_3040,2019/7/24,52,155,54,5,50,6
T_2658,2017/7/25,70,186,74,16,67,9
T_2803,2018/10/24,55,169,45,4,38,6
T_2377,2015/7/23,50,220,63,3,75,7
T_2389,2015/1/27,56,164,96,9,87,10
T_2424,2014/4/22,50,203,74,2,73,7
T_2527,2016/7/21,51,195,79,7,47,6
T_2370,2018/1/31,45,203,63,15,75,4
T_2400,2013/10/23,58,184,62,6,65,10
T_2372,2016/10/24,76,262,69,43,88,11
T_2387,2014/10/22,46,140,67,5,56,12
T_2657,2017/4/26,77,149,102,28,48,16
T_3628,2012/1/26,69,164,99,8,45,7
T_3053,2013/1/23,68,168,83,4,52,9
T_3038,2020/1/29,53,201,74,5,70,6
T_2414,2013/7/23,70,223,98,5,87,0
T_2801,2018/4/25,45,184,91,8,69,9
T_3630,2012/4/24,41,189,64,1,62,5
T_3632,2012/7/24,43,178,103,16,47,1
T_2802,2018/7/25,67,255,78,7,79,6
T_2525,2016/1/27,54,192,75,9,75,7
T_3050,2013/4/23,84,181,67,12,61,0
T_2526,2016/4/26,48,216,55,9,67,6
TAP_14829,2015/5/7,82,113,47,10,41,4
TAP_14967,2019/5/1,87,179,59,17,50,23
TAP_14681,2013/5/7,78,150,60,3,37,6
TAP_14684,2013/11/6,68,63,45,10,27,8
TAP_14838,2017/8/2,114,210,77,8,77,9
TAP_14970,2020/2/12,54,165,53,3,51,2
TAP_14686,2014/2/13,84,161,65,10,59,6
TAP_14834,2016/8/2,76,162,65,8,51,9
TAP_14679,2013/2/14,57,81,33,5,33,4
TAP_14832,2016/2/15,42,51,49,7,31,1
TAP_14969,2019/10/30,106,179,53,6,72,14
TAP_15043,2019/2/12,124,243,75,12,44,20
TAP_14968,2019/7/31,95,200,43,10,49,11
TAP_14964,2018/5/2,129,184,67,6,75,14
TAP_14837,2017/5/6,139,212,82,11,61,5
TAP_14539,2012/2/16,75,145,77,11,53,4
TAP_14677,2012/8/7,77,116,52,3,41,1
TAP_14833,2016/5/3,92,166,76,18,50,9
TAP_14835,2016/11/1,80,179,74,9,96,14
TAP_14839,2017/11/1,106,172,56,5,48,6
TAP_14831,2015/11/5,120,129,73,21,51,18
TAP_14965,2018/8/1,138,199,66,18,50,8
TAP_14678,2012/11/7,89,91,41,2,30,2
TAP_14830,2015/8/6,125,129,51,22,35,0
TAP_14836,2017/2/14,88,179,70,14,82,12
TAP_14827,2014/11/6,99,123,46,11,39,15
TAP_14966,2018/10/31,111,200,77,5,78,30
TAP_14963,2018/2/14,103,239,70,8,63,6
TAP_15098,2013/8/6,34,30,24,1,12,1
TAP_14540,2012/5/8,71,118,61,9,36,3
TD_23290,2013/5/23,107,160,114,12,54,10
TD_23278,2019/5/23,97,116,73,12,42,18
TD_23283,2015/8/27,132,159,85,24,44,12
TD_23301,2012/12/6,127,153,64,22,72,21
TD_23304,2017/3/2,83,169,76,9,37,9
TD_23288,2016/12/1,63,138,75,11,32,12
TD_23279,2019/8/29,101,124,66,2,36,23
TD_23296,2014/12/4,112,164,71,20,40,12
TD_23274,2018/5/24,80,157,67,17,32,22
TD_23282,2015/5/28,103,157,85,21,34,14
TD_23284,2015/12/3,117,201,82,15,86,14
TD_23276,2018/11/29,83,121,86,12,33,19
TD_23292,2013/12/5,117,168,61,16,49,4
TD_23287,2016/8/25,101,132,69,15,23,15
TD_23302,2017/8/31,65,162,78,10,29,6
TD_23303,2017/11/30,67,156,114,14,32,13
TD_23300,2012/8/30,96,93,62,20,51,13
TD_23305,2017/5/25,89,152,54,5,30,15
TD_23286,2016/5/26,127,130,79,11,30,19
TD_23280,2018/3/1,116,154,112,13,40,21
TD_23291,2013/8/29,96,158,77,11,34,4
TDG_20902,2018/8/7,85,120,113,5,47,10
TDG_20779,2016/2/9,66,72,154,11,26,6
TDG_20900,2018/2/6,70,144,103,20,48,5
TDG_20669,2013/11/14,51,64,154,3,32,6
TDG_20782,2016/11/14,66,120,139,14,50,11
TDG_20908,2020/2/4,87,139,105,5,36,5
TDG_20664,2012/8/7,93,99,124,14,38,9
TDG_20531,2017/11/9,104,129,117,6,52,11
TDG_20979,2015/1/27,40,67,91,1,30,1
TDG_20901,2018/5/1,63,147,107,14,47,7
TDG_20785,2017/8/8,83,122,116,5,62,10
TDG_20783,2017/2/7,87,115,138,12,38,6
TDG_20671,2014/5/6,73,87,129,5,23,5
TDG_20667,2013/5/7,81,99,135,8,31,4
TDG_20663,2012/5/8,81,100,98,34,26,3
TDG_20778,2015/11/12,49,80,121,4,41,4
TDG_20672,2014/8/5,53,58,95,0,15,2
TDG_20781,2016/8/9,73,98,128,7,40,5
TDG_20907,2019/11/19,52,101,91,5,34,7
TDG_20905,2019/5/7,74,98,119,8,36,5
TDG_20780,2016/5/10,61,111,106,0,27,1
TDG_20776,2015/5/5,50,72,89,4,44,7
TDG_20903,2018/11/6,53,111,110,13,41,10
TDG_20673,2014/11/13,50,72,111,3,32,5
TDG_20784,2017/5/9,82,118,145,6,48,10
TDG_20670,2014/2/4,52,101,128,8,35,4
TDG_20662,2012/2/7,67,126,120,13,25,9
TDG_20904,2019/2/5,69,103,121,11,47,5
TDG_20777,2015/8/4,72,76,132,3,23,4
TEL_20004,2018/7/25,107,158,56,1,41,8
TEL_19918,2017/1/25,83,238,93,3,69,3
TEL_19845,2014/7/23,128,165,65,7,62,4
TEL_20005,2018/10/31,106,136,57,3,36,8
TEL_19846,2014/10/29,116,190,98,2,36,2
TEL_19730,2015/10/28,170,143,97,0,84,4
TEL_19847,2015/1/28,130,212,111,8,77,4
TEL_20008,2019/7/24,137,121,52,3,41,6
TEL_20100,2013/4/24,61,98,47,2,12,0
TEL_20010,2020/1/29,120,110,43,1,37,4
TEL_19848,2015/4/22,150,195,53,2,75,7
TEL_20101,2013/1/23,80,119,72,3,25,4
TEL_19724,2018/4/25,85,163,47,6,49,6
TEL_19916,2016/7/20,135,154,69,6,41,5
TEL_19844,2014/4/23,123,185,62,3,25,10
TEL_19922,2018/1/24,87,227,69,11,37,3
TEL_19921,2017/11/1,73,165,64,5,27,4
TEL_19917,2016/11/2,92,156,50,3,27,3
TEL_19919,2017/4/26,108,205,81,8,38,2
TEL_20099,2013/7/24,66,179,53,2,23,5
TEL_20103,2012/7/25,104,163,62,4,46,2
TEL_19849,2015/7/22,182,156,65,6,44,7
TEL_19842,2013/10/30,74,117,52,2,23,0
TEL_20102,2012/11/5,141,175,82,1,31,11
TEL_19731,2016/1/20,141,154,79,4,45,2
TEL_19843,2014/1/22,87,200,56,7,35,2
TEL_20006,2019/1/23,154,119,76,1,50,9
TGT_20389,2015/8/19,65,234,42,6,51,9
TGT_20448,2018/5/23,50,254,50,3,54,10
TGT_20443,2017/3/3,107,350,73,9,158,21
